OBJECTID,Kód_ADM,Kód_obce,Název_obce,Název_MOMC,Název_MOP,Kód_části_obce,Název_části_obce,Název_ulice,Typ_SO,Číslo_domovní,Číslo_orientační,Znak_čísla_orientačního,PSČ,Souřadnice_Y,Souřadnice_X,Platí_Od,x,y
241,"21,726,833","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalské náměstí,č.p.,"1,041",6,,"11,000","742,510.719999999970000","1,042,594.180000000100000",2013-12-11T00:00:00,"458,919.791112354030000","5,549,055.953500967500000"
242,"21,726,841","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Anežská,č.p.,"1,043",4,,"11,000","742,529.020000000020000","1,042,569.870000000000000",2013-12-11T00:00:00,"458,898.520017812030000","5,549,077.704362429700000"
243,"21,726,876","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dušní,č.p.,"1,045",5,,"11,000","742,795.000000000000000","1,042,814.000000000000000",2013-12-11T00:00:00,"458,666.183928328570000","5,548,801.441001236400000"
244,"21,726,884","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Kostečná,č.p.,"1,045",6,,"11,000","742,821.000000000000000","1,042,814.000000000000000",2013-12-11T00:00:00,"458,640.404003771950000","5,548,798.097708763600000"
245,"21,726,892","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Salvátorská,č.p.,"1,045",1,,"11,000","742,837.000000000000000","1,042,833.000000000000000",2013-12-11T00:00:00,"458,626.982632609080000","5,548,777.201278166800000"
246,"21,726,906","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalské náměstí,č.p.,"1,046",2,,"11,000","742,567.890000000010000","1,042,618.960000000000000",2013-12-11T00:00:00,"458,866.291483250450000","5,549,024.032091060700000"
247,"21,726,973","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,"1,051",3,,"11,000","742,619.380000000000000","1,042,809.960000000000000",2013-12-11T00:00:00,"458,839.797879624180000","5,548,828.029426544900000"
248,"21,727,074","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,"1,059",5,,"11,000","742,604.819999999950000","1,042,810.210000000000000",2013-12-11T00:00:00,"458,854.266781069340000","5,548,829.653788680200000"
249,"21,727,082","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Benediktská,č.p.,"1,060",3,,"11,000","742,396.189999999940000","1,042,792.900000000000000",2013-12-11T00:00:00,"459,058.904880750920000","5,548,873.644471099600000"
250,"21,727,147","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,"1,066",15,,"11,000","742,459.329999999960000","1,042,855.420000000000000",2013-12-11T00:00:00,"459,004.338765849360000","5,548,803.535153513800000"
251,"21,727,210","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,"1,071",3,,"11,000","742,582.609999999990000","1,042,717.600000000000000",2013-12-11T00:00:00,"458,864.380122842270000","5,548,924.335050687200000"
252,"21,727,228","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,"1,072",6,,"11,000","742,591.000000000000000","1,042,688.000000000000000",2013-12-11T00:00:00,"458,852.254900376310000","5,548,952.605397213300000"
253,"21,727,236","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,"1,072",5,,"11,000","742,578.000000000000000","1,042,696.000000000000000",2013-12-11T00:00:00,"458,866.173572662290000","5,548,946.344825368400000"
254,"21,727,295","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,"1,077",16,,"11,000","742,503.770000000020000","1,042,661.939999999900000",2013-12-11T00:00:00,"458,935.395482636060000","5,548,989.661322616000000"
255,"21,727,384","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dušní,č.p.,"1,082",6,,"11,000","742,770.829999999960000","1,042,802.380000000000000",2013-12-11T00:00:00,"458,688.655133616180000","5,548,816.070524336800000"
256,"21,727,392","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dušní,č.p.,"1,083",7,,"11,000","742,810.000000000000000","1,042,771.000000000000000",2013-12-11T00:00:00,"458,645.781553320590000","5,548,842.147853639000000"
257,"21,727,406","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Kostečná,č.p.,"1,083",7,,"11,000","742,820.000000000000000","1,042,795.000000000000000",2013-12-11T00:00:00,"458,638.952341564930000","5,548,817.065316373500000"
258,"21,727,414","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Široká,č.p.,"1,083",24,,"11,000","742,832.000000000000000","1,042,758.000000000000000",2013-12-11T00:00:00,"458,622.296109728520000","5,548,852.208770662500000"
259,"21,727,503","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,"1,091",27,,"11,000","742,471.660000000030000","1,042,683.110000000000000",2013-12-11T00:00:00,"458,969.955909589310000","5,548,972.799659103200000"
260,"21,727,520","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,"1,093",14,a,"11,000","742,507.329999999960000","1,042,689.770000000000000",2013-12-11T00:00:00,"458,935.444255239330000","5,548,961.609354848000000"
261,"22,701,249","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,753,18,,"11,000","742,487.000000000000000","1,042,656.000000000000000",2013-12-11T00:00:00,"458,951.259707306510000","5,548,997.707413157400000"
262,"22,725,873","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,682,14,,"11,000","742,399.979999999980000","1,042,846.180000000100000",2013-12-11T00:00:00,"459,061.998206363990000","5,548,820.328573832300000"
263,"22,764,810","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,U obecního dvora,č.p.,"1,097",3,a,"11,000","742,658.020000000020000","1,042,626.780000000000000",2013-12-11T00:00:00,"458,777.929973889140000","5,549,004.688718374800000"
264,"22,768,408","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,939,8,,"11,000","742,564.000000000000000","1,042,672.000000000000000",2013-12-11T00:00:00,"458,876.968924893070000","5,548,971.941705979400000"
265,"22,774,726","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,132,13,,"11,000","742,890.000000000000000","1,042,635.000000000000000",2013-12-11T00:00:00,"458,548.970570152630000","5,548,966.708533987400000"
